category,qid,ja_pageid,en_wiki,lat,lon,ja,en,zh,ko,fr,de,es,pt,it,nl,pl,ru,uk,hu,sv,tr,el,id,vi,th,bn,hi,ar,fa,ur,he
peninsula,Q858306,449637,Shandong Peninsula,37,121,山東半島,Shandong Peninsula,山东半岛,산둥반도,péninsule du Shandong,Shandong-Halbinsel,Península de Shandong,Península de Shandong,Penisola dello Shandong,Shandong Peninsula,Szantung,Шаньдунский полуостров,Шаньдун,,Shandonghalvön,Shandong Yarımadası,Χερσόνησος Σαντόνγκ,Semenanjung Shandong,Bán đảo Sơn Đông,,,शानदोंग प्रायद्वीप,شبه جزيرة شندون,شبه‌جزیره شاندونگ,جزیرہ نما شانڈونگ,חצי האי שאנדונג
peninsula,Q326917,23212,Liaodong Peninsula,40,122.5,遼東半島,Liaodong Peninsula,辽东半岛,랴오둥반도,péninsule du Liaodong,Liaodong,península de Liaodong,Península de Liaodong,penisola di Liaodong,Liaodong,Liaotung,Ляодунский полуостров,Ляодунський півострів,,Liaodong,Liaotung Yarımadası,,Semenanjung Liaodong,Bán đảo Liêu Đông,คาบสมุทรเหลียวตง,,,شبه جزيرة لياودونغ,شبه جزیره لیائودونگ,جزیرہ نما لیاوڈونگ,חצי האי ליאודונג
peninsula,Q239143,149379,Kowloon,22.316666666667,114.18333333333,九龍,Kowloon,九龍,가우룽,Kowloon,Kowloon,Kowloon,Kowloon,Kowloon,Kowloon,Koulun,Цзюлун,Коулун,Kaulung,Kowloon,Kowloon,Κόουλουν,Kowloon,Bán đảo Cửu Long,เกาลูน,কাউলুন,,كولون، هونغ كونغ,کاولون,کولون,קאולון
peninsula,Q875712,543776,Leizhou Peninsula,21,110,雷州半島,Leizhou Peninsula,雷州半岛,레이저우반도,péninsule de Leizhou,Leizhou-Halbinsel,Península de Leizhou,Península de Leicheu,Penisola di Leizhou,Leizhou-schiereiland,Leizhou Bandao,Лэйчжоу,Лейчжоу,,Leizhou Bandao,Leizhou Yarımadası,,Semenanjung Leizhou,Bán đảo Lôi Châu,,,,شبه جزيرة ليجو,,جزیرہ نما لیئژوو,חצי האי לייג'ואו
peninsula,Q2750823,203935,Bataan Peninsula,14.583333333333,120.46666666667,バターン半島,Bataan Peninsula,巴丹半岛,,péninsule de Bataan,,,Península de Bataan,Penisola di Bataan,Bataan Peninsula,Półwysep Bataan,,,,Bataanhalvön,,,,,,,,,,,
peninsula,Q36755,119938,Sinai Peninsula,29.5,34,シナイ半島,Sinai Peninsula,西奈半島,시나이반도,Sinaï,Sinai-Halbinsel,Península del Sinaí,Sinai,penisola del Sinai,Sinaï,Synaj,Синайский полуостров,Синайський півострів,Sínai-félsziget,Sinaihalvön,Sina Yarımadası,Χερσόνησος του Σινά,Semenanjung Sinai,Bán đảo Sinai,คาบสมุทรไซนาย,সিনাই উপদ্বীপ,सीनाई प्रायद्वीप,شبه جزيرة سيناء,شبه‌جزیره سینا,جزیرہ نما سینا,סיני
peninsula,Q78967,51914,Peloponnese,37.4,22.3,ペロポネソス半島,Peloponnese,伯罗奔尼撒,펠로폰네소스반도,Péloponnèse,Peloponnes,Peloponeso,Peloponeso,Peloponneso,Peloponnesos,Peloponez,Пелопоннес,Пелопоннес,Peloponnészosz,Peloponnesos,Mora Yarımadası,Πελοπόννησος,Peloponnesos,Peloponnesos,เพโลพอนนีส,পেলোপনেস,पेलोपोनीज़,بيلوبونيز,پلوپونز,موریہ,פלופונסוס
peninsula,Q23148,56934,Cornwall,50.3,-4.9,コーンウォール,,康沃爾郡,콘월주,Cornouailles,,Cornualles,Cornualha,Cornovaglia,,Kornwalia,Корнуолл,Корнуолл,Cornwall,,,Κορνουάλη,Kornwalia,,คอร์นวอลล์,কর্নওয়াল,कॉर्नवल,كورنوال,کورن وال,کونوال,קורנוול
peninsula,Q463529,389299,Cotentin Peninsula,49.5,-1.5,コタンタン半島,Cotentin Peninsula,科唐坦半島,코탕탱반도,Cotentin,Cotentin,Cotentin,Península do Cotentin,Cotentin,Cotentin,Półwysep Cotentin,Котантен,Котантен,,Cotentin,,Κοταντέν,Semenanjung Cotentin,Bán đảo Cotentin,,,,,شبه‌جزیره کوتنتن,,קוטנטן
peninsula,Q327,993135,Brittany,48,-3,ブルターニュ,Brittany,布列塔尼半岛,브르타뉴,Bretagne,Bretagne,Bretaña,Bretanha,Bretagna,Bretagne,Bretania,Бретань,Бретань,Bretagne,Bretagne,Breton,Βρετάνη,Bretonia,Bretagne,เบรอตาญ,ব্রতাইন,ब्रतान्य,بَرطانية,برتانی,برٹنی,ברטאן
peninsula,Q25389,203957,Jutland,55.62955,9.20105,ユトランド半島,Jutland,日德兰半岛,윌란반도,Jutland,Jütland,Península de Jutlandia,Jutlândia,Jutland,Jutland,Jutlandia,Ютландия,Ютландія,Jylland,Jylland,Yutland,Γιουτλάνδη,Jutland,Jutland,คาบสมุทรจัตแลนด์,,,يوتلاند,یوتلاند,جٹ لینڈ,יוטלנד
peninsula,Q506043,1854377,Angeln,54.666666666667,9.6666666666667,アンゲルン半島,Angeln,昂格尔恩半岛,,Angeln,Angeln,Angeln,Ânglia,Anglia,Angeln,Angeln,Ангельн,Ангельн,Angeln,Angeln,Angeln Yarımadası,,Anglia,,อังเงิลน์,,आंगल्न,أنغلن,,,אנגלן
peninsula,Q165608,197871,Kola Peninsula,68,36,コラ半島,Kola Peninsula,科拉半岛,콜라반도,péninsule de Kola,Halbinsel Kola,Península de Kola,Península de Kola,penisola di Kola,Kola,Półwysep Kolski,Кольский полуостров,Кольський півострів,Kola-félsziget,Kolahalvön,Kola Yarımadası,Χερσόνησος Κόλα,Semenanjung Kola,Bán đảo Kola,คาบสมุทรโคลา,,कोला प्रायद्वीप,شبه جزيرة كولا,شبه جزیره کولا,,חצי האי קולה
peninsula,Q819967,844685,Kanin Peninsula,67,45,カニン半島,Kanin Peninsula,卡寧半島,카닌반도,péninsule de Kanine,Kanin-Halbinsel,Península de Kanín,Península de Kanin,Penisola di Kanin,Kanin-schiereiland,Kanin,Канин,Канін,,Kaninhalvön,Kanin Yarımadası,,,,,,,شبه جزيرة كانين,شبه‌جزیره کانین,,חצי האי קאנין
peninsula,Q488266,949306,Yamal Peninsula,70.670880555556,70.136719444444,ヤマル半島,Yamal Peninsula,亚马尔半岛,야말반도,péninsule de Yamal,Jamal-Halbinsel,Península de Yamal,Península de Iamal,Penisola Jamal,Jamal-schiereiland,Jamał,Ямал,Ямал,Jamal-félsziget,Jamal,Yamal Yarımadası,Χερσόνησος Γιαμάλ,,Bán đảo Yamal,,,,شبه جزيرة يامال,شبه‌جزیره یامال,,חצי האי ימאל
peninsula,Q601056,2869150,Gyda Peninsula,70,79,ギダン半島,Gyda Peninsula,格達半島,기단반도,péninsule de Gydan,Gydan-Halbinsel,Península de Guida,Península de Guida,Penisola di Gyda,Gyda-schiereiland,Półwysep Gydański,Гыданский полуостров,Гиданський півострів,Gidai-félsziget,,Gyda Peninsula,,,,,,,,شبه‌جزیره گیدا,,
peninsula,Q37056,209151,Taymyr Peninsula,74,98,タイミル半島,Taymyr Peninsula,泰梅爾半島,타이미르반도,péninsule de Taïmyr,Taimyrhalbinsel,Península de Taimyr,Península de Taimir,penisola del Tajmyr,Tajmyr-schiereiland,Tajmyr,Таймыр,Таймир,Tajmir-félsziget,Tajmyrhalvön,Taymır Yarımadası,,Semenanjung Taymyr,Bán đảo Taymyr,คาบสมุทรไตมีร์,,तैमिर प्रायद्वीप,تايميار,شبه‌جزیره تایمیر,,חצי האי טיימיר
peninsula,Q1002,203911,Chukchi Peninsula,66,-174,チュクチ半島,Chukchi Peninsula,楚科奇半岛,축치반도,péninsule Tchouktche,Tschuktschen-Halbinsel,Chukchi,Península de Chukotka,Penisola dei Ciukci,Tsjoektsjenschiereiland,Półwysep Czukocki,Чукотский полуостров,Чукотський півострів,Csukcs-félsziget,Tjuktjerhalvön,Çukçi Yarımadası,Χερσόνησος Τσούκτσι,Semenanjung Chukotka,Bán đảo Chukotka,คาบสมุทรชุกชี,,चुकची प्रायद्वीप,شبه جزيرة تشوكشي,شبه‌جزیره چوکچی,چوکچی جزیرہ نما,חצי האי הצ'וקצ'י
peninsula,Q60064,232796,Alaska Peninsula,56.5,-158.75,アラスカ半島,Alaska Peninsula,阿拉斯加半島,알래스카반도,péninsule d'Alaska,Alaska-Halbinsel,Península de Alaska,Península do Alasca,Penisola di Alaska,Alaska-schiereiland,Alaska,Аляска,Аляска,Alaszkai-félsziget,Alaskahalvön,Alaska Yarımadası,Χερσόνησος της Αλάσκας,Semenanjung Alaska,bán đảo Alaska,คาบสมุทรอะแลสกา,আলাস্কা উপদ্বীপ,,شبه جزيرة ألاسكا,شبه جزیره آلاسکا,,אלסקה
peninsula,Q130978,133944,Yucatán Peninsula,19.551111111111112,-89.29638888888888,ユカタン半島,Yucatan Peninsula,尤卡坦半岛,유카탄반도,péninsule du Yucatán,Yucatán,península de Yucatán,Península de Iucatã,Penisola dello Yucatán,Yucatán,Jukatan,Юкатан,Юкатан,Yucatán-félsziget,Yucatánhalvön,Yucatán Yarımadası,Χερσόνησος Γιουκατάν,Semenanjung Yukatan,bán đảo Yucatán,คาบสมุทรยูกาตัน,,युकातान प्रायद्वीप,شبه جزيرة يوكاتان,شبه‌جزیره یوکاتان,جزیرہ نما یوکاتان,חצי האי יוקטן
peninsula,Q1521286,4909541,Taitao Peninsula,-46.5,-74.416666666667,タイタオ半島,Taitailei,泰陶半島,,péninsule de Taitao,Taitao,Península de Taitao,Península de Taitao,Penisola di Taitao,Taitao,Taitao,Тайтао,Тайтао,,Península de Taitao,Taitao Yarımadası,,,,,,,,,,חצי האי טאיטאו
peninsula,Q329884,1636730,Arnhem Land,-12.73,134.59,アーネムランド,Arnhem Land,阿纳姆地,,terre d'Arnhem,Arnhemland,Tierra de Arnhem,Terra de Arnhem,Terra di Arnhem,Arnhemland,Ziemia Arnhema,Арнем-Ленд,Арнемленд,Arnhem-föld,Arnhem land,,,Arnhem Land,Arnhem Land,,,,أرض أرنهيم,آرنهم‌لند,آرنہم لینڈ,ארץ ארנהם
peninsula,Q185605,207249,Antarctic Peninsula,-69,-66,南極半島,Antarctic Peninsula,南極半島,남극반도,péninsule Antarctique,Antarktische Halbinsel,Península Antártica,Península Antártica,Penisola Antartica,Antarctisch Schiereiland,Półwysep Antarktyczny,Антарктический полуостров,Антарктичний півострів,Antarktiszi-félsziget,Antarktiska halvön,Antarktika Yarımadası,Ανταρκτική Χερσόνησος,Semenanjung Antarktika,Bán đảo Nam Cực,คาบสมุทรแอนตาร์กติก,অ্যান্টার্কটিক উপদ্বীপ,अंटार्कटिक प्रायद्वीप,شبه الجزيرة القطبية الجنوبية,شبه‌جزیره جنوبگانی,,חצי האי האנטארקטי
peninsula,Q1253855,1104090,King Edward VII Land,-77.6667,-155,エドワード7世半島,King Edward VII Land,愛德華七世地,에드워드 7세반도,Terre du Roi-Édouard-VII,Edward-VII-Halbinsel,Península de Eduardo VII,Terra do Rei Eduardo VII,Terra di re Edward VII,King Edward VII Land,Półwysep Edwarda VII,Полуостров Эдуарда VII,Півострів Едуарда VII,,Edvard VII:s land,Kral VII. Edward Yarımadası,,,,,,,أرض الملك إدوارد السابع,سرزمین شاه ادوارد هفتم,,ארץ אדוארד השביעי
peninsula,Q213237,1099312,Valdés Peninsula,-42.5,-63.933333,バルデス半島,Valdes Peninsula,瓦尔德斯半岛,발데스반도,péninsule Valdés,Halbinsel Valdés,Península Valdés,Península Valdés,Penisola di Valdés,Valdés,Półwysep Valdés,Вальдес,Вальдес,Valdés-félsziget,Valdeshalvön,Valdés Yarımadası,Χερσόνησος Βαλντές,Semenanjung Valdés,Bán đảo Valdés,,,वालदेस प्रायद्वीप,شبه جزيرة فالديه,شبه جزیره والدز,,חצי האי ואלדס
peninsula,Q151559,909280,Gaspé Peninsula,48.72375,-65.45106,ガスペ半島,Gaspé Peninsula,加斯佩半岛,가스페반도,péninsule de la Gaspésie,Gaspésie,península de Gaspesia,Península de Gaspé,Penisola Gaspé,Gaspésie,Gaspésie,Гаспе,Гаспе,,Gaspéhalvön,Gaspé Yarımadası,,Gaspésie,,,,,غاسبيزيا,شبه‌جزیره گاسپه,گیسپے پیننسولا,גאספזי
desert,Q272514,202338,Great Salt Desert,34.737555555556,54.8271,カヴィール砂漠,Dasht-e Kavir,卡维尔盐漠,카비르 사막,Dacht-e Kavir,Kawir,Desierto de Kavir,Dasht-e Kavir,Dasht-e Kavir,Grote Zoutwoestijn,Wielka Pustynia Słona,Деште-Кевир,Деште-Кевір,Dast-e Kavír,Dasht-e Kavir,Kevir Çölü,Νταστ-ε Καβίρ,Dasht-e Kavir,,,দাশ্তে কাভির,दास्त-ए कावीर,صحراء كوير,دشت کویر,,דשת-י כוויר
desert,Q172702,149732,Karakum Desert,39,60,カラクム砂漠,Karakum Desert,卡拉庫姆沙漠,카라쿰 사막,désert du Karakoum,Karakum,Desierto de Karakum,Deserto de Karakum,deserto del Karakum,Karakum,Kara-kum,Каракумы,Каракуми,Kara-kum,Karakum,Karakum Çölü,Καρακούμ,Karakum,Hoang mạc Karakum,การากุม,কারাকুম মরুভূমি,काराकुम रेगिस्तान,صحراء قره قوم,قره‌قوم,کاراکم,קאראקום
desert,Q184364,192639,Kyzylkum Desert,42.441111111111,63.461388888889,キジルクム砂漠,Kyzyl Kum,克孜勒库姆沙漠,키질쿰 사막,désert du Kyzylkoum,Kysylkum,Kyzyl Kum,Quizilcum,deserto del Kizilkum,Kyzylkum,Kyzył-kum,Кызылкум,Кизилкум,Kizil-kum,Kyzyl Kum,Kızılkum Çölü,Κιζίλ Κουμ,Gurun Kyzylkum,Sa mạc Kyzylkum,,কিজিলকুম মরুভূমি,किज़िल कुम रेगिस्तान,قيزيل قوم,قیزیل قوم,کزل کم کا صحرا,מדבר קיזילקום
desert,Q1517734,204436,Gurbantünggüt Desert,45.133333333333,87.333333333333,グルバンテュンギュト砂漠,Gurbantünggüt Desert,古尔班通古特沙漠,구르반튱구트 사막,désert de Dzoosotoyn Elisen,Gurbantünggüt,Desierto de Gurbantünggüt,Deserto de Dzoosotoyn Elisen,Deserto Gurbantünggüt,Gurbantünggüt Desert,Gurbantünggüt,Дзосотын-Элисун,Дзосотин-Елісун,,Gurbantünggüt Shamo,Kurbantongut Çölü,,,,,,,صحراء قربان تونغوت,بیابان قربان‌تونغوت,,מדבר גורבאמטונגוט
desert,Q42070,32100,Gobi Desert,42.5,103,ゴビ砂漠,Gobi Desert,戈壁,고비 사막,désert de Gobi,Gobi,Desierto de Gobi,Deserto de Gobi,deserto del Gobi,Gobi,Gobi,Гоби,Ґобі,Góbi,Gobiöknen,Gobi Çölü,Γκόμπι,Gurun Gobi,Sa mạc Gobi,ทะเลทรายโกบี,গোবি মরুভূমি,गोबी मरुस्थल,صحراء جوبي,بیابان گبی,صحرائے گوبی,מדבר גובי
desert,Q1813864,204452,Saryesik-Atyrau Desert,45.5,77,サルイイシコトラウ砂漠,Saryesik-Atyrau Desert,,,,Saryesik-Atyrau,,Deserto de Saryesik-Atyrau,deserto di Saryesik-Atyrau,,Saryjesyk Atyrau,Сарыесик-Атырау,Сариєсік-Атирау,,,,,,,,,,صحراء سارجيسيك و اتيراو,بیابان ساری‌اسیک-آتیراو,,
desert,Q339162,1391122,Syrian desert,33.4,38.75,シリア砂漠,Syrian Desert,叙利亚沙漠,시리아 사막,désert de Syrie,Syrische Wüste,Desierto Sirio,Deserto Sírio,deserto siriaco,Syrische Woestijn,Pustynia Syryjska,Сирийская пустыня,Сирійська пустеля,Szír-sivatag,Syriska öknen,Suriye Çölü,Συριακή Έρημος,Gurun Suriah,Hoang mạc Syria,ทะเลทรายซีเรีย,সিরিয়া মরুভূমি,सीरियन,بادية الشام,صحرای سوریه,صحرائے شام,המדבר הסורי
